Downloaded from https://mol.org on Oct 3, 2021. Inclusive species list based on approximate intersections with Political boundary polygon for the Mexico region. 


"Scientific Name","Common Name","Family","Taxonomic Group"
"Nymphalis cyanomelas","Mexican Tortoiseshell","Nymphalidae","Butterflies"
"Staphylus tierra","West-Mexican Scallopwing","Hesperiidae","Butterflies"
"Callophrys dospassosi","Olive-And-Blue Hairstreak","Lycaenidae","Butterflies"
"Quadrus francesius","Chiapas Blue-Skipper","Hesperiidae","Butterflies"
"Zera phila","null","Hesperiidae","Butterflies"
"Chalodeta chaonitist","null","Riodinidae","Butterflies"
"Sarota chrysus","Common Jewelmark","Riodinidae","Butterflies"
"Euphyes chamuli","Chiapas Sedge-Skipper","Hesperiidae","Butterflies"
"Anaea andria","Goatweed Leafwing","Nymphalidae","Butterflies"
"Panoquina fusina","Evans' Skipper","Hesperiidae","Butterflies"
"Tegosa anieta","Black-Bordered Tegosa","Nymphalidae","Butterflies"
"Stallingsia jacki","Chiapas Giant-Skipper","Hesperiidae","Butterflies"
"Mylon lassia","Bold Mylon","Hesperiidae","Butterflies"
"Phyciodes pallescens","Pale Crescent","Nymphalidae","Butterflies"
"Dismorphia amphione","Tiger Mimic-White","Pieridae","Butterflies"
"Michaelus thordesa","Milky-Way Hairstreak","Lycaenidae","Butterflies"
"Apodemia hypoglauca","Sealpoint Metalmark","Riodinidae","Butterflies"
"Castilia griseobasalis","Gray-Based Crescent","Nymphalidae","Butterflies"
"Noctuana stator","Red-Studded Skipper","Hesperiidae","Butterflies"
"Celaenorrhinus stallingsi","Stallings' Flat","Hesperiidae","Butterflies"
"Behemothia godmanii","Giant Metalmark","Riodinidae","Butterflies"
"Saliana hewitsoni","Bronze Saliana","Hesperiidae","Butterflies"
"Heliopetes laviana","Laviana White-Skipper","Hesperiidae","Butterflies"
"Phyciodes campestris","Field Crescent","Nymphalidae","Butterflies"
"Synargis mycone","Variable Lemmark","Riodinidae","Butterflies"
"Strymon mulucha","Mottled Scrub-Hairstreak","Lycaenidae","Butterflies"
"Prestonia clarki","West-Mexican Sulphur","Pieridae","Butterflies"
"Cepheuptychia glaucina","Mexican Blue-Satyr","Nymphalidae","Butterflies"
"Polyctor polyctor","null","Hesperiidae","Butterflies"
"Pyrgus oileus","Tropical Checkered-Skipper","Hesperiidae","Butterflies"
"Paramacera allyni","Pine Satyr","Nymphalidae","Butterflies"
"Neophasia terlootii","Chiricahua White","Pieridae","Butterflies"
"Amblyscirtes brocki","Brock's Roadside-Skipper","Hesperiidae","Butterflies"
"Theope phaeo","Falcate Theope","Riodinidae","Butterflies"
"Pontia protodice","Checkered White","Pieridae","Butterflies"
"Emesis saturata","Skipperish Tanmark","Riodinidae","Butterflies"
"Pteronymia alcmena","Guatemalan Clearwing","Nymphalidae","Butterflies"
"Mysoria amra","Blue-Collared Firetip","Hesperiidae","Butterflies"
"Polygonia haroldii","Spotless Comma","Nymphalidae","Butterflies"
"Euptoieta hegesia","Mexican Fritillary","Nymphalidae","Butterflies"
"Pyrrhogyra neaerea","null","Nymphalidae","Butterflies"
"Dymasia dymas","Tiny Checkerspot","Nymphalidae","Butterflies"
"Hamadryas laodamia","Starry Cracker","Nymphalidae","Butterflies"
"Emesis tenedia","Falcate Metalmark","Riodinidae","Butterflies"
"Eueides procula","Nonpassionate Heliconian","Nymphalidae","Butterflies"
"Vanessa carye","null","Nymphalidae","Butterflies"
"Chlosyne hippodrome","Simple Patch","Nymphalidae","Butterflies"
"Morpho helenor","Common Morpho","Nymphalidae","Butterflies"
"Mesosemia gaudiolum","Gaudy Eyemark","Riodinidae","Butterflies"
"Baronia brevicornis","Archaic Swallowtail","Papilionidae","Butterflies"
"Cercyonis meadii","Mead's Wood-Nymph","Nymphalidae","Butterflies"
"Tirynthia conflua","Confluent Skipper","Hesperiidae","Butterflies"
"Episcada salvinia","Salvin's Ticlear","Nymphalidae","Butterflies"
"Leptotes marina","Marine Blue","Lycaenidae","Butterflies"
"Cyllopsis perplexa","Perplexing Gemmed-Satyr","Nymphalidae","Butterflies"
"Gargina thoria","Marginal Hairstreak","Lycaenidae","Butterflies"
"Temecla heraclides","Cachet Hairstreak","Lycaenidae","Butterflies"
"Adelpha naxia","Three-Part Sister","Nymphalidae","Butterflies"
"Thyridia psidii","Clapping Ticlear","Nymphalidae","Butterflies"
"Doxocopa callianira","Guatemalan Emperor","Nymphalidae","Butterflies"
"Phyciodes vesta","Vesta Crescent","Nymphalidae","Butterflies"
"Zera hyacinthinius","Bruised Zera","Hesperiidae","Butterflies"
"Diaeus varna","Camouflaged Skipper","Hesperiidae","Butterflies"
"Pheles melanchroia","Melancholy Mimicmark","Riodinidae","Butterflies"
"Bolla subapicatus","Pine-Oak Bolla","Hesperiidae","Butterflies"
"Methion melas","Rusty Brown-Skipper","Hesperiidae","Butterflies"
"Anaea oenomais","Boisduval's Leafwing","Nymphalidae","Butterflies"
"Piruna sina","Fine-Spotted Skipperling","Hesperiidae","Butterflies"
"Hades noctula","White-Rayed Metalmark","Riodinidae","Butterflies"
"Adelpha basiloides","Spot-Celled Sister","Nymphalidae","Butterflies"
"Cyanophrys agricolor","Variegated Greenstreak","Lycaenidae","Butterflies"
"Ancyluris inca","Blue-And-Yellow Beautymark","Riodinidae","Butterflies"
"Leucochimona lepida","Satyr Eyemark","Riodinidae","Butterflies"
"Oarisma edwardsii","Edwards' Skipperling","Hesperiidae","Butterflies"
"Telemiades nicomedes","Dark Leafhugger","Hesperiidae","Butterflies"
"Nisoniades godma","Guatemalan Nison","Hesperiidae","Butterflies"
"Cyllopsis diazi","Guerrero Gemmed-Satyr","Nymphalidae","Butterflies"
"Zaretis ellops","Holey Leafwing","Nymphalidae","Butterflies"
"Epargyreus spina","Spined Silverdrop","Hesperiidae","Butterflies"
"Cyllopsis pallens","Pallid Gemmed-Satyr","Nymphalidae","Butterflies"
"Semonina semones","Mexican Dreamstreak","Lycaenidae","Butterflies"
"Panoquina hecebolus","Hecebolus Skipper","Hesperiidae","Butterflies"
"Dicya lollia","Lolling Hairstreak","Lycaenidae","Butterflies"
"Phyciodes sitalces","Pine Crescent","Nymphalidae","Butterflies"
"Bungalotis midas","Golden Scarlet-Eye","Hesperiidae","Butterflies"
"Megathymus ursus","Ursine Giant-Skipper","Hesperiidae","Butterflies"
"Zestusa dorus","Short-Tailed Skipper","Hesperiidae","Butterflies"
"Emesis zela","Zela Metalmark","Riodinidae","Butterflies"
"Euptychia westwoodi","Westwood's Satyr","Nymphalidae","Butterflies"
"Pythonides pteras","null","Hesperiidae","Butterflies"
"Pyrrhopyge tzotzili","Chiapas Firetip","Hesperiidae","Butterflies"
"Anthocharis sara","Sara Orangetip","Pieridae","Butterflies"
"Aethilla chiapa","Chiapas Ground-Skipper","Hesperiidae","Butterflies"
"Mechanitis lysimnia","Confused Tigerwing","Nymphalidae","Butterflies"
"Antigonus emorsa","White Spurwing","Hesperiidae","Butterflies"
"Erora gabina","Salvin's Dreamstreak","Lycaenidae","Butterflies"
"Iaspis castimonia","null","Lycaenidae","Butterflies"
"Celaenorrhinus eligius","Stoll's Flat","Hesperiidae","Butterflies"
"Celotes limpia","Scarce Streaky-Skipper","Hesperiidae","Butterflies"
"Doxocopa pavon","Pavon Emperor","Nymphalidae","Butterflies"
"Phocides pigmalion","Mangrove Skipper","Hesperiidae","Butterflies"
"Poanes benito","Freeman's Poan","Hesperiidae","Butterflies"
"Nascus paulliniae","Least Scarlet-Eye","Hesperiidae","Butterflies"
"Mnasitheus simplicissima","null","Hesperiidae","Butterflies"
"Naevolus orius","Yellow-Ringed Skipper","Hesperiidae","Butterflies"
"Anatrytone mazai","Glowing Skipper","Hesperiidae","Butterflies"
"Ochlodes sylvanoides","Woodland Skipper","Hesperiidae","Butterflies"
"Timochares trifasciata","Five-Banded Skipper","Hesperiidae","Butterflies"
"Callophrys gryneus","Juniper Hairstreak","Lycaenidae","Butterflies"
"Papilio erostratus","Pale-Spotted Swallowtail","Papilionidae","Butterflies"
"Aethilla echina","Frosted Ground-Skipper","Hesperiidae","Butterflies"
"Piruna ajijiciensis","Jalisco Skipperling","Hesperiidae","Butterflies"
"Vettius marcus","Peaceful Fantastic-Skipper","Hesperiidae","Butterflies"
"Caria ino","Red-Bordered Metalmark","Riodinidae","Butterflies"
"Eryphanis aesacus","Double-Spotted Owl-Butterfly","Nymphalidae","Butterflies"
"Saliana esperi","Perching Saliana","Hesperiidae","Butterflies"
"Nicolaea dolium","Honduran Hairstreak","Lycaenidae","Butterflies"
"Anaea troglodyta","Leafwing","Nymphalidae","Butterflies"
"Myscelia ethusa","Mexican Bluewing","Nymphalidae","Butterflies"
"Adelpha leucerioides","Veracruz Sister","Nymphalidae","Butterflies"
"Chloreuptychia sericeella","Blue-Topped Satyr","Nymphalidae","Butterflies"
"Vacerra egla","Guatemalan Therra","Hesperiidae","Butterflies"
"Micandra cyda","Guatemalan Highstreak","Lycaenidae","Butterflies"
"Cabares potrillo","Potrillo Skipper","Hesperiidae","Butterflies"
"Anteros carausius","Carousing Jewelmark","Riodinidae","Butterflies"
"Emesis liodes","Mexican Tanmark","Riodinidae","Butterflies"
"Eueides isabella","Isabella's Heliconian","Nymphalidae","Butterflies"
"Grais stigmaticus","Hermit Skipper","Hesperiidae","Butterflies"
"Paramacera xicaque","Mexican Pine-Satyr","Nymphalidae","Butterflies"
"Symmachia accusatrix","Feathered Fiestamark","Riodinidae","Butterflies"
"Dynamine theseus","White Sailor","Nymphalidae","Butterflies"
"Lasaia maria","Gray Bluemark","Riodinidae","Butterflies"
"Esthemopsis pherephatte","Phat Redhead","Riodinidae","Butterflies"
"Adelpha paraena","Bates' Sister","Nymphalidae","Butterflies"
"Dalla kemneri","Big-Spotted Skipperling","Hesperiidae","Butterflies"
"Baeotus beotus","Graphic Beauty","Nymphalidae","Butterflies"
"Theagenes aegides","Cloud-Patched Bent-Skipper","Hesperiidae","Butterflies"
"Amblyscirtes elissa","Elissa Roadside Skipper","Hesperiidae","Butterflies"
"Narcosius nazaraeus","Steinhauser's Flasher","Hesperiidae","Butterflies"
"Zestusa levona","Banded Zesty-Skipper","Hesperiidae","Butterflies"
"Eucheira socialis","Social White","Pieridae","Butterflies"
"Pirascca tyriotes","Golden-Banded Metalmark","Riodinidae","Butterflies"
"Stinga morrisoni","Morrison's Skipper","Hesperiidae","Butterflies"
"Strephonota ambrax","Ambrax Hairstreak","Lycaenidae","Butterflies"
"Pieris sisymbrii","null","Pieridae","Butterflies"
"Theritas mavors","Sleepy Greatstreak","Lycaenidae","Butterflies"
"Danaus plexippus","Monarch","Nymphalidae","Butterflies"
"Erora quaderna","Arizona Hairstreak","Lycaenidae","Butterflies"
"Texola elada","Elada Checkerspot","Nymphalidae","Butterflies"
"Cymaenes tripunctus","Three-Spotted Skipper","Hesperiidae","Butterflies"
"Carystus phorcus","Brown-And-Gray Ruby-Eye","Hesperiidae","Butterflies"
"Pellicia arina","Glazed Pellicia","Hesperiidae","Butterflies"
"Panoquina pauper","Poor Panoquin","Hesperiidae","Butterflies"
"Anteos clorinde","White Angled-Sulphur","Pieridae","Butterflies"
"Eunica volumna","null","Nymphalidae","Butterflies"
"Panoquina evadnes","Nubby-Banded Panoquin","Hesperiidae","Butterflies"
"Agathymus ricei","Puebla Giant-Skipper","Hesperiidae","Butterflies"
"Chalybs janias","Cramer's Emeraldstreak","Lycaenidae","Butterflies"
"Hamadryas glauconome","Glaucous Cracker","Nymphalidae","Butterflies"
"Diaethria anna","Anna's Eighty-Eight","Nymphalidae","Butterflies"
"Everes amyntula","Western Tailed-Blue","Lycaenidae","Butterflies"
"Satyrium sylvinus","Sylvan Hairstreak","Lycaenidae","Butterflies"
"Calephelis bajaensis","Baja Scintillant","Riodinidae","Butterflies"
"Typhedanus undulatus","Mottled Longtail","Hesperiidae","Butterflies"
"Quadrus lugubris","Lugubrious Blue-Skipper","Hesperiidae","Butterflies"
"Autochton zarex","Sharp Banded-Skipper","Hesperiidae","Butterflies"
"Vettius onaca","Black-Spotted Fantastic-Skipper","Hesperiidae","Butterflies"
"Philotes sonorensis","Sonoran Blue","Lycaenidae","Butterflies"
"Anaea aidea","Tropical Leafwing","Nymphalidae","Butterflies"
"Amblyscirtes fimbriata","Orange-Edged Roadside-Skipper","Hesperiidae","Butterflies"
"Clito zelotes","Hewitson's Clipper","Hesperiidae","Butterflies"
"Chioides catillus","White-Striped Longtail","Hesperiidae","Butterflies"
"Heliconius charithonia","Zebra Heliconian","Nymphalidae","Butterflies"
"Calycopis demonassa","Rusty-Banded Groundstreak","Lycaenidae","Butterflies"
"Satyrium tetra","Mountain Mahogany Hairstreak","Lycaenidae","Butterflies"
"Calephelis yautepequensis","Morelos Scintillant","Riodinidae","Butterflies"
"Taygetis uncinata","Hook-Lined Ur-Satyr","Nymphalidae","Butterflies"
"Hyphilaria thasus","null","Riodinidae","Butterflies"
"Archaeoprepona amphimachus","White-Spotted Prepona","Nymphalidae","Butterflies"
"Esthemopsis alicia","Guatemalan Redhead","Riodinidae","Butterflies"
"Ancyloxypha arene","Tropical Least Skipper","Hesperiidae","Butterflies"
"Erora laeta","Early Hairstreak","Lycaenidae","Butterflies"
"Agathymus polingi","Poling's Giant-Skipper","Hesperiidae","Butterflies"
"Nisoniades laurentina","Dark Nison","Hesperiidae","Butterflies"
"Myscelus perissodora","Chocolate-Vented Mytip","Hesperiidae","Butterflies"
"Calycopis calus","Saddled Groundstreak","Lycaenidae","Butterflies"
"Phyciodes atronia","Brown Crescent","Nymphalidae","Butterflies"
"Carrhenes calidius","Gentle Hoary-Skipper","Hesperiidae","Butterflies"
"Eretris maria","Maria's Satyr","Nymphalidae","Butterflies"
"Amblyscirtes phylace","Orange-Headed Roadside-Skipper","Hesperiidae","Butterflies"
"Pteronymia parva","Four-Spotted Clearwing","Nymphalidae","Butterflies"
"Siproeta superba","Broad-Banded Page","Nymphalidae","Butterflies"
"Doberes anticus","'Mexican' Cloud-Forest Dober","Hesperiidae","Butterflies"
"Anaea forreri","Guatemalan Leafwing","Nymphalidae","Butterflies"
"Pteronymia cotytto","Broad-Tipped Clearwing","Nymphalidae","Butterflies"
"Polites subreticulata","Reticulated Skipper","Hesperiidae","Butterflies"
"Systasea pulverulenta","Texas Powdered-Skipper","Hesperiidae","Butterflies"
"Paches loxus","Brilliant Blue-Skipper","Hesperiidae","Butterflies"
"Hesperocharis costaricensis","Pallid Tile-White","Pieridae","Butterflies"
"Pseudomaniola gigas","Orange-Bordered Satyr","Nymphalidae","Butterflies"
"Cycloglypha tisias","Ringless Bent-Skipper","Hesperiidae","Butterflies"
"Siderus leucophaeus","White-Spotted Hairstreak","Lycaenidae","Butterflies"
"Vinius tryhana","Gold-Washed Skipper","Hesperiidae","Butterflies"
"Smyrna blomfildia","Blomfild's Beauty","Nymphalidae","Butterflies"
"Papilio garamas","Magnificent Swallowtail","Papilionidae","Butterflies"
"Catasticta flisa","Narrow-Banded Dartwhite","Pieridae","Butterflies"
"Quasimellana nayana","Bordered Mellana","Hesperiidae","Butterflies"
"Opsiphanes boisduvalii","Orange Owlet","Nymphalidae","Butterflies"
"Anetia thirza","Cloud-Forest Monarch","Nymphalidae","Butterflies"
"Dircenna dero","Big-Bordered Dircenna","Nymphalidae","Butterflies"
"Piruna cyclosticta","Plateau Skipperling","Hesperiidae","Butterflies"
"Euselasia eubule","Dark-Patched Sombermark","Riodinidae","Butterflies"
"Chioides zilpa","Zilpa Longtail","Hesperiidae","Butterflies"
"Phyciodes argentea","Chestnut Crescent","Nymphalidae","Butterflies"
"Archaeoprepona meander","Three-Toned Prepona","Nymphalidae","Butterflies"
"Erynnis propertius","Propertius Duskywing","Hesperiidae","Butterflies"
"Prepona laertes","Feathered Prepona","Nymphalidae","Butterflies"
"Ganyra howarthi","Howarth's White","Pieridae","Butterflies"
"Ziegleria guzanta","Orange-Crescent Groundstreak","Lycaenidae","Butterflies"
"Consul excellens","Black-Veined Leafwing","Nymphalidae","Butterflies"
"Anaea ryphea","Blue-Barred Leafwing","Nymphalidae","Butterflies"
"Ziegleria ceromia","Brown Groundstreak","Lycaenidae","Butterflies"
"Calociasma nycteus","Brown-And-White Metalmark","Riodinidae","Butterflies"
"Astraptes tucuti","Lilac-Based Flasher","Hesperiidae","Butterflies"
"Taygetis mermeria","Great Ur-Satyr","Nymphalidae","Butterflies"
"Staphylus veytius","Chihuahuan Scallopwing","Hesperiidae","Butterflies"
"Cyllopsis hedemanni","Tailed Gemmed-Satyr","Nymphalidae","Butterflies"
"Amblyscirtes simius","Simius Roadside-Skipper","Hesperiidae","Butterflies"
"Phoebis neocypris","Tailed Sulphur","Pieridae","Butterflies"
"Papilio astyalus","Broad-Banded Swallowtail","Papilionidae","Butterflies"
"Mesene phareus","Cell-Barred Geomark","Riodinidae","Butterflies"
"Atlides carpasia","White-Spotted Greatstreak","Lycaenidae","Butterflies"
"Mestra amymone","Common Mestra","Nymphalidae","Butterflies"
"Agathymus micheneri","Michener's Giant-Skipper","Hesperiidae","Butterflies"
"Smyrna karwinskii","Karwinski's Beauty","Nymphalidae","Butterflies"
"Eunica monima","Dingy Purplewing","Nymphalidae","Butterflies"
"Bolla clytius","Mottled Bolla","Hesperiidae","Butterflies"
"Dicya dicaea","Wine-Spotted Hairstreak","Lycaenidae","Butterflies"
"Strephonota ericeta","null","Lycaenidae","Butterflies"
"Saliana antoninus","Square-Spotted Saliana","Hesperiidae","Butterflies"
"Antirrhea philoctetes","White-Signed Morphet","Nymphalidae","Butterflies"
"Callophrys mcfarlandi","Sandia Hairstreak","Lycaenidae","Butterflies"
"Pyrrhopyge phidias","Red-Headed Firetip","Hesperiidae","Butterflies"
"Strymon gabatha","Great Scrub-Hairstreak","Lycaenidae","Butterflies"
"Pyrgus albescens","White Checkered-Skipper","Hesperiidae","Butterflies"
"Colias philodice","Clouded Sulphur","Pieridae","Butterflies"
"Lasaia agesilas","Black-Patched Bluemark","Riodinidae","Butterflies"
"Actinote melampeplos","Bow-Winged Actinote","Nymphalidae","Butterflies"
"Codatractus melon","Melon Mottled-Skipper","Hesperiidae","Butterflies"
"Mnasitheus chrysophrys","Yellow-Legged Brown-Skipper","Hesperiidae","Butterflies"
"Adelpha seriphia","Dentate Sister","Nymphalidae","Butterflies"
"Bolla cylindus","Checkered Bolla","Hesperiidae","Butterflies"
"Achalarus tehuacana","Dark Cloudywing","Hesperiidae","Butterflies"
"Urbanus viterboana","Cobalt Longtail","Hesperiidae","Butterflies"
"Hypaurotis crysalus","Colorado Hairstreak","Lycaenidae","Butterflies"
"Callophrys spinetorum","Thicket Hairstreak","Lycaenidae","Butterflies"
"Zenis jebus","null","Hesperiidae","Butterflies"
"Remella rita","Rita's Remella","Hesperiidae","Butterflies"
"Taygetis weymeri","Gray Ur-Satyr","Nymphalidae","Butterflies"
"Tegosa nigrella","Dark Tegosa","Nymphalidae","Butterflies"
"Mucia zygia","Black-Dotted Skipper","Hesperiidae","Butterflies"
"Hypostrymon asa","Serpent-Lined Hairstreak","Lycaenidae","Butterflies"
"Epargyreus windi","Wind's Silverdrop","Hesperiidae","Butterflies"
"Cissia similis","Stormy Satyr","Nymphalidae","Butterflies"
"Nica flavilla","Little Banner","Nymphalidae","Butterflies"
"Temenis laothoe","Orange Banner","Nymphalidae","Butterflies"
"Heliconius sara","Sara Heliconian","Nymphalidae","Butterflies"
"Callimormus saturnus","Common Brown-Skipper","Hesperiidae","Butterflies"
"Calephelis freemani","Freeman's Metalmark","Riodinidae","Butterflies"
"Oleria paula","Paula's Oleria","Nymphalidae","Butterflies"
"Agathymus mariae","Mary's Giant-Skipper","Hesperiidae","Butterflies"
"Janthecla rocena","Red-Spotted Janstreak","Lycaenidae","Butterflies"
"Phyciodes tulcis","Pale-Banded Crescent","Nymphalidae","Butterflies"
"Melete lycimnia","Common Melwhite","Pieridae","Butterflies"
"Anaea moruus","null","Nymphalidae","Butterflies"
"Calephelis sacapulas","null","Riodinidae","Butterflies"
"Rekoa zebina","Zebina Hairstreak","Lycaenidae","Butterflies"
"Bolla sonda","Evans' Bolla","Hesperiidae","Butterflies"
"Neoxeniades scipio","Frosted Mimic-Skipper","Hesperiidae","Butterflies"
"Eurytides agesilaus","Short-Lined Kite-Swallowtail","Papilionidae","Butterflies"
"Bolla brennus","Obscure Bolla","Hesperiidae","Butterflies"
"Lycaena helloides","Purplish Copper","Lycaenidae","Butterflies"
"Eunica sydonia","null","Nymphalidae","Butterflies"
"Doxocopa laure","Silver Emperor","Nymphalidae","Butterflies"
"Godyris zavaleta","Variegated Ticlear","Nymphalidae","Butterflies"
"Metron chrysogastra","Orange-Headed Metron","Hesperiidae","Butterflies"
"Nesiostrymon celona","Celona Hairstreak","Lycaenidae","Butterflies"
"Aguna aurunce","Knobby Aguna","Hesperiidae","Butterflies"
"Polygonus leo","Hammock Skipper","Hesperiidae","Butterflies"
"Quasimellana eulogius","Common Mellana","Hesperiidae","Butterflies"
"Gargina caninius","Inscrutable Hairstreak","Lycaenidae","Butterflies"
"Aides brilla","Squiggle Skipper","Hesperiidae","Butterflies"
"Cobalopsis nero","Nero's Skipper","Hesperiidae","Butterflies"
"Actinote guatemalena","Guatemalan Actinote","Nymphalidae","Butterflies"
"Bolla imbras","null","Hesperiidae","Butterflies"
"Bombus caliginosus","Obscure Bumble Bee","Apidae","Bumblebees"
"Bombus nevadensis","Black And Gold Bumble Bee","Apidae","Bumblebees"
"Bombus fraternus","Southern Plains Bumble Bee","Apidae","Bumblebees"
"Bombus vosnesenskii","Vosnesensky Bumble Bee","Apidae","Bumblebees"
"Bombus fervidus","Yellow Bumble Bee","Apidae","Bumblebees"
"Bombus melanopygus","Black Tail Bumble Bee","Apidae","Bumblebees"
"Bombus flavidus","Fernald Cuckoo Bumble Bee","Apidae","Bumblebees"
"Bombus rufocinctus","Sanderson's Bumble Bee","Apidae","Bumblebees"
"Bombus pensylvanicus","American Bumble Bee","Apidae","Bumblebees"
"Bombus occidentalis","Western Bumble Bee","Apidae","Bumblebees"
"Bombus crotchii","Crotch Bumble Bee","Apidae","Bumblebees"
"Bombus flavifrons","Yellow Head Bumble Bee","Apidae","Bumblebees"
"Bombus variabilis","Yellow-Faced Bumblebee","Apidae","Bumblebees"
"Bombus centralis","Central Bumble Bee","Apidae","Bumblebees"
"Bombus morrisoni","Morrison Bumble Bee","Apidae","Bumblebees"
"Bombus bifarius","Two Form Bumble Bee","Apidae","Bumblebees"
"Bombus insularis","Orange-Rumped Bumblebee","Apidae","Bumblebees"
"Bombus vandykei","Van Dyke Bumble Bee","Apidae","Bumblebees"
"Sympetrum vicinum","Autumn Meadowhawk","Libellulidae","Dragonflies"
"Argia munda","Apache Dancer","Coenagrionidae","Dragonflies"
"Micrathyria aequalis","Spot-Tailed Dasher","Libellulidae","Dragonflies"
"Dromogomphus spoliatus","Flag-Tailed Spinyleg","Gomphidae","Dragonflies"
"Archilestes californicus","California Spreadwing","Lestidae","Dragonflies"
"Hetaerina americana","American Rubyspot","Calopterygidae","Dragonflies"
"Anax concolor","Blue-Spotted Comet Darner","Aeshnidae","Dragonflies"
"Neurocordulia xanthosoma","Orange Shadowdragon","Corduliidae","Dragonflies"
"Triacanthagyna septima","Pale-Green Darner","Aeshnidae","Dragonflies"
"Remartinia luteipennis","Malachite Darner","Aeshnidae","Dragonflies"
"Rhionaeschna californica","California Darner","Aeshnidae","Dragonflies"
"Libellula needhami","Needham's Skimmer","Libellulidae","Dragonflies"
"Erythemis simplicicollis","Eastern Pondhawk","Libellulidae","Dragonflies"
"Basiaeschna janata","Springtime Darner","Aeshnidae","Dragonflies"
"Ischnura hastata","Citrine Forktail","Coenagrionidae","Dragonflies"
"Libellula comanche","Comanche Skimmer","Libellulidae","Dragonflies"
"Argia vivida","Vivid Dancer","Coenagrionidae","Dragonflies"
"Dythemis maya","Mayan Setwing","Libellulidae","Dragonflies"
"Palaemnema domina","Desert Shadowdamsel","Platystictidae","Dragonflies"
"Lestes forficula","Rainpool Spreadwing","Lestidae","Dragonflies"
"Argia agrioides","California Dancer","Coenagrionidae","Dragonflies"
"Erythrodiplax basifusca","Plateau Dragonlet","Libellulidae","Dragonflies"
"Plathemis subornata","Desert Whitetail","Libellulidae","Dragonflies"
"Enallagma civile","Familiar Bluet","Coenagrionidae","Dragonflies"
"Argia alberta","Paiute Dancer","Coenagrionidae","Dragonflies"
"Anax walsinghami","Giant Green Darner","Aeshnidae","Dragonflies"
"Macrothemis imitans","Ivory-Striped Sylph","Libellulidae","Dragonflies"
"Erpetogomphus compositus","White-Belted Ringtail","Gomphidae","Dragonflies"
"Rhionaeschna dugesi","Arroyo Darner","Aeshnidae","Dragonflies"
"Libellula composita","Bleached Skimmer","Libellulidae","Dragonflies"
"Argia tezpi","Tezpi Dancer","Coenagrionidae","Dragonflies"
"Ischnura ramburii","Rambur's Forktail","Coenagrionidae","Dragonflies"
"Libellula pulchella","Twelve-Spotted Skimmer","Libellulidae","Dragonflies"
"Rhionaeschna psilus","Turquoise-Tipped Darner","Aeshnidae","Dragonflies"
"Aphylla protracta","Narrow-Striped Forceptail","Gomphidae","Dragonflies"
"Argia tarascana","Tarascan Dancer","Coenagrionidae","Dragonflies"
"Leptobasis melinogaster","Cream-Tipped Swampdamsel","Coenagrionidae","Dragonflies"
"Enallagma semicirculare","Claw-Tipped Bluet","Coenagrionidae","Dragonflies"
"Perithemis intensa","Mexican Amberwing","Libellulidae","Dragonflies"
"Dythemis fugax","Checkered Setwing","Libellulidae","Dragonflies"
"Brachymesia gravida","Four-Spotted Pennant","Libellulidae","Dragonflies"
"Pantala flavescens","Wandering Glider","Libellulidae","Dragonflies"
"Erpetogomphus lampropeltis","Serpent Ringtail","Gomphidae","Dragonflies"
"Coryphaeschna ingens","Regal Darner","Aeshnidae","Dragonflies"
"Hetaerina titia","Smoky Rubyspot","Calopterygidae","Dragonflies"
"Neoneura amelia","Amelia's Threadtail","Protoneuridae","Dragonflies"
"Enallagma annexum","Northern Bluet","Coenagrionidae","Dragonflies"
"Macrothemis inacuta","Straw-Colored Sylph","Libellulidae","Dragonflies"
"Brechmorhoga mendax","Pale-Faced Clubskimmer","Libellulidae","Dragonflies"
"Erythrodiplax berenice","Seaside Dragonlet","Libellulidae","Dragonflies"
"Argia leonorae","Leonora's Dancer","Coenagrionidae","Dragonflies"
"Argia pima","Pima Dancer","Coenagrionidae","Dragonflies"
"Enallagma carunculatum","Tule Bluet","Coenagrionidae","Dragonflies"
"Erythemis mithroides","Claret Pondhawk","Libellulidae","Dragonflies"
"Gomphus militaris","Sulphur-Tipped Clubtail","Gomphidae","Dragonflies"
"Stylurus intricatus","Brimstone Clubtail","Gomphidae","Dragonflies"
"Argia fumipennis","Variable Dancer","Coenagrionidae","Dragonflies"
"Miathyria marcella","Hyacinth Glider","Libellulidae","Dragonflies"
"Aeshna walkeri","Walker's Darner","Aeshnidae","Dragonflies"
"Libellula nodisticta","Hoary Skimmer","Libellulidae","Dragonflies"
"Erythemis vesiculosa","Great Pondhawk","Libellulidae","Dragonflies"
"Erythrodiplax umbrata","Band-Winged Dragonlet","Libellulidae","Dragonflies"
"Tramea calverti","Striped Saddlebags","Libellulidae","Dragonflies"
"Tramea onusta","Red Saddlebags","Libellulidae","Dragonflies"
"Celithemis eponina","Halloween Pennant","Libellulidae","Dragonflies"
"Lestes sigma","Chalky Spreadwing","Lestidae","Dragonflies"
"Protoneura cara","Orange-Striped Threadtail","Protoneuridae","Dragonflies"
"Enallagma durum","Big Bluet","Coenagrionidae","Dragonflies"
"Argia pallens","Amethyst Dancer","Coenagrionidae","Dragonflies"
"Celithemis fasciata","Banded Pennant","Libellulidae","Dragonflies"
"Apanisagrion lais","Black-And-White Damsel","Coenagrionidae","Dragonflies"
